Date,Open,High,Low,Close,Volume,Tomorrow,Target,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
1999-11-01 00:00:00+05:30,131.88272939121146,135.3231484188083,130.79326686558102,132.77723693847656,909170,133.98141479492188,1,0.9991691855865784,0.0,0.9895767528354003,1.0,0.9150358353384954,23.0,1.0615609346836976,123.0,1.6487816211987072,483.0
1999-11-02 00:00:00+05:30,131.88275665438223,135.3231763931922,129.80129991258144,133.98141479492188,1653040,133.64883422851562,0,1.004514109846562,1.0,0.9920436808941823,2.0,0.9253863948307494,24.0,1.0696984874756845,124.0,1.6616929216914027,483.0
1999-11-03 00:00:00+05:30,135.8392301539323,137.04338051176123,133.02955765158413,133.64883422851562,348700,135.1597900390625,1,0.9987573132423565,1.0,0.9988771597124384,1.0,0.9251817130524539,23.0,1.0656039417550447,123.0,1.655538983941477,483.0
1999-11-04 00:00:00+05:30,134.1764052372963,137.60822518276638,133.9757105331047,135.1597900390625,968560,137.59959411621094,1,1.0056209350226906,1.0,1.010819626851448,2.0,0.9372221007849866,24.0,1.0761486287715065,123.0,1.672177283417674,483.0
1999-11-05 00:00:00+05:30,135.0364805997759,139.05030380231702,135.0364805997759,137.59959411621094,1125590,137.59959411621094,0,1.0089448950939102,2.0,1.0220318335946705,3.0,0.9551112153336785,25.0,1.0939445592988373,124.0,1.7001992215722626,484.0
1999-11-08 00:00:00+05:30,137.59959411621094,137.59959411621094,137.59959411621094,137.59959411621094,0,135.7504119873047,0,1.0,1.0,1.0147623927979892,3.0,0.95599738640198,25.0,1.092331211905614,123.0,1.6980420414354205,483.0
1999-11-09 00:00:00+05:30,136.5273800476023,137.96088883117878,135.60993092633603,135.7504119873047,689200,136.25784301757812,1,0.9932351121726115,0.0,0.9985198199675478,2.0,0.944483742369639,24.0,1.0760928746003486,123.0,1.6731403402195022,482.0
1999-11-10 00:00:00+05:30,135.89659610153777,136.7567011401551,135.83925226585356,136.25784301757812,152920,137.89492797851562,1,1.0018654986418127,1.0,0.9984201788481247,3.0,0.9493641511724031,24.0,1.078537995059934,124.0,1.6773046239680631,482.0
1999-11-11 00:00:00+05:30,135.3232131747716,138.7636338487065,135.3232131747716,137.89492797851562,716610,134.68954467773438,0,1.0059714332085332,2.0,1.0063819202216429,3.0,0.9619787240594763,24.0,1.0898521337088123,124.0,1.6953093822788632,483.0
1999-11-12 00:00:00+05:30,137.04336232131848,137.27272009739474,134.19927865100604,134.68954467773438,595030,131.9056854248047,0,0.988240770761644,1.0,0.9871816229683015,2.0,0.9410492349348664,24.0,1.062984928104998,124.0,1.6538750273853995,482.0
1999-11-15 00:00:00+05:30,135.04220203647884,135.04220203647884,131.48137260128846,131.9056854248047,1083930,131.2806854248047,0,0.9895577304520454,0.0,0.9749149656027969,2.0,0.9232339081515313,24.0,1.039651897639958,123.0,1.6177664526776174,482.0
1999-11-16 00:00:00+05:30,131.3093573400508,131.8827606472126,130.85063294443333,131.2806854248047,459630,133.60299682617188,1,0.9976252569691113,0.0,0.9767491184338466,2.0,0.9205841977163717,23.0,1.0333851219293482,123.0,1.6082045667258122,481.0
1999-11-17 00:00:00+05:30,131.59608485668002,135.32320708573633,131.30938314675262,133.60299682617188,659900,134.62933349609375,1,1.00876728751893,1.0,0.9979699592077009,2.0,0.9386931404867263,23.0,1.0502218208669643,124.0,1.634684433101466,481.0
1999-11-18 00:00:00+05:30,134.00432610787612,135.25721070013205,131.88846689968548,134.62933349609375,412520,130.76744079589844,0,1.0038262974067622,2.0,1.0105664832626144,2.0,0.9480743834108011,23.0,1.0567967225383086,125.0,1.6452431792957387,481.0
1999-11-19 00:00:00+05:30,134.74972955634664,135.03643110859417,130.04782584937428,130.76744079589844,404210,131.36666870117188,1,0.9854486072391128,1.0,0.9873918563691605,2.0,0.9233511726844602,23.0,1.0251906492380471,124.0,1.5961945985438784,480.0
1999-11-22 00:00:00+05:30,131.88272805028913,132.22677344932595,129.18773492262736,131.36666870117188,378630,131.36666870117188,0,1.0022859592993187,1.0,0.9927245482454036,3.0,0.9299957736037926,24.0,1.0286470982117306,124.0,1.601637630193574,481.0
1999-11-23 00:00:00+05:30,131.36666870117188,131.36666870117188,131.36666870117188,131.36666870117188,0,134.1964111328125,1,1.0,1.0,0.992595557103674,3.0,0.9323135146586004,24.0,1.027392563832119,124.0,1.5997716157788966,480.0
1999-11-24 00:00:00+05:30,131.88272727403125,135.20846736387264,131.88272727403125,134.1964111328125,1465960,134.9045867919922,1,1.0106556319252271,1.0,1.0130683772106361,3.0,0.9546602516104646,24.0,1.0482630067041214,124.0,1.632270559501855,481.0
1999-11-25 00:00:00+05:30,135.49519144704368,136.18327360590143,133.8896605767494,134.9045867919922,467230,132.5909423828125,0,1.002631635202548,2.0,1.017991436586038,3.0,0.961625776801712,25.0,1.05260993734996,124.0,1.6389027309525508,482.0
1999-11-26 00:00:00+05:30,135.00783573851498,135.00783573851498,131.59608708255925,132.5909423828125,366910,131.86553955078125,0,0.9913507174631403,1.0,0.997786710040643,3.0,0.9471797218770036,25.0,1.0334789609536106,123.0,1.6088974478834006,482.0
1999-11-29 00:00:00+05:30,131.88274094747146,133.5456067900771,131.02263611520536,131.86553955078125,521190,131.23768615722656,0,0.9972570049078494,0.0,0.991583324477254,2.0,0.9441699605714713,24.0,1.0267560700393392,123.0,1.5982325912615811,481.0
1999-11-30 00:00:00+05:30,131.30936157293232,131.8827648985783,129.87585325881733,131.23768615722656,758940,132.1494140625,1,0.9976136613609919,0.0,0.9870535532304249,2.0,0.9419342170756566,23.0,1.020727971401167,123.0,1.5887905678627623,480.0
1999-12-01 00:00:00+05:30,134.69245677202068,134.69245677202068,131.02267846788288,132.1494140625,663770,135.61563110351562,1,1.0034615510953757,1.0,0.9969806048110293,2.0,0.9505421839425018,24.0,1.026656693061807,123.0,1.597969211370118,481.0
1999-12-02 00:00:00+05:30,132.97224115517943,137.55946822391445,132.22682375606303,135.61563110351562,1092840,139.03021240234375,1,1.0129449945151225,2.0,1.0220344249784092,2.0,0.9772277385630165,24.0,1.0522319232177522,124.0,1.6379169149319506,481.0
1999-12-03 00:00:00+05:30,136.00551385646673,140.42644787090063,135.8965658425899,139.03021240234375,1791310,143.07846069335938,1,1.0124326705812872,2.0,1.0376961276458565,3.0,1.0031815990837456,25.0,1.0772273914695032,125.0,1.677090238875301,481.0
1999-12-06 00:00:00+05:30,138.99296201636875,143.35083077160158,137.6167975407375,143.07846069335938,1408160,140.87371826171875,0,1.014349960412746,2.0,1.0503308252151444,4.0,1.0332801513275263,26.0,1.1069663972174244,125.0,1.7237410319506732,481.0
1999-12-07 00:00:00+05:30,143.92422801133154,144.78433295960645,140.48380821823199,140.87371826171875,729200,141.79690551757812,1,0.9922355150090628,1.0,1.0197194431205017,4.0,1.0177373012115685,26.0,1.0883337320169169,125.0,1.69506886991878,481.0
1999-12-08 00:00:00+05:30,141.91732406653992,144.7843407143488,139.10765125146338,141.79690551757812,472650,144.36572265625,1,1.003265946929739,1.0,1.0122639374819093,4.0,1.0250119099645343,26.0,1.0938636131872264,125.0,1.7040409453944,481.0
1999-12-09 00:00:00+05:30,141.8599447826458,147.29868310380277,141.05718382164753,144.36572265625,792630,143.1186065673828,0,1.0089767736446404,2.0,1.0178857545363345,4.0,1.0436060757774748,27.0,1.1119500124592696,126.0,1.7327066501693844,481.0
1999-12-10 00:00:00+05:30,145.07104422948848,145.87380540133788,142.49072921354897,143.1186065673828,425320,143.2733612060547,1,0.9956619684549933,1.0,1.0033083407133108,3.0,1.0344235670925117,27.0,1.1006766050972314,126.0,1.7155796655028106,481.0
1999-12-13 00:00:00+05:30,143.35076747069172,144.78427514539865,140.36907325718863,143.2733612060547,564580,137.12937927246094,0,1.000540359563416,1.0,1.0041188326321855,3.0,1.035361876175384,27.0,1.1002104809979094,126.0,1.7152942808521772,481.0
