Date,Open,High,Low,Close,Volume,Tomorrow,Target,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
1999-11-01 00:00:00+05:30,36.90776268295153,38.20916475216703,34.35701462728915,34.674556732177734,17923456,37.44862365722656,1,0.9768043375283808,0.0,0.9227463314858971,1.0,1.0068584312294568,28.0,1.7991857379478295,125.0,5.03387740942351,493.0
1999-11-02 00:00:00+05:30,34.46112567260931,37.44862365722656,34.35701351045642,37.44862365722656,11051648,38.97100067138672,1,1.0384629034669743,1.0,1.0062947519555947,1.0,1.0815212587079182,29.0,1.9306032839602898,125.0,5.407611458173004,494.0
1999-11-03 00:00:00+05:30,38.3596010466469,39.69275765133581,37.616500567338285,38.97100067138672,21494272,39.5334587097168,1,1.0199212836694114,2.0,1.0487786098733707,2.0,1.1192974854804443,29.0,1.9956430095796338,125.0,5.596373508653478,494.0
1999-11-04 00:00:00+05:30,39.2763022490769,39.666722748570706,38.78176961638474,39.5334587097168,10679296,41.36037826538086,1,1.007164663546049,2.0,1.0573327497226601,3.0,1.1293831441553384,29.0,2.010719198385995,126.0,5.645515482281223,495.0
1999-11-05 00:00:00+05:30,39.66152757660024,41.77344122907938,39.56782663206962,41.36037826538086,21151104,41.36037826538086,0,1.0225841624526533,2.0,1.0771604053344956,4.0,1.1743152475851433,29.0,2.088702879482866,126.0,5.872153374373139,496.0
1999-11-08 00:00:00+05:30,41.36037826538086,41.36037826538086,41.36037826538086,41.36037826538086,0,41.62430191040039,1,1.0,1.0,1.0409115350840434,4.0,1.1673712281715316,28.0,2.0739362233163363,126.0,5.83829841814337,495.0
1999-11-09 00:00:00+05:30,42.16542589274428,42.368444610005646,40.96813602171574,41.62430191040039,12857088,42.322113037109375,1,1.0031803899763243,1.0,1.025989668530322,4.0,1.1678941980289983,28.0,2.072421004583081,126.0,5.841651555320186,496.0
1999-11-10 00:00:00+05:30,41.90514333851137,42.55584432202863,41.54075078774171,42.322113037109375,15993472,41.743507385253906,0,1.0083125780552429,2.0,1.0262362680105608,4.0,1.1801288519958104,29.0,2.0920894669103265,127.0,5.904931012876566,497.0
1999-11-11 00:00:00+05:30,42.363236522524865,43.59175997046243,41.38978785826925,41.743507385253906,14318592,41.77709197998047,1,0.9931172142791734,1.0,1.0014723720704592,3.0,1.156896405015034,29.0,2.049048099568098,127.0,5.790893217016838,496.0
1999-11-12 00:00:00+05:30,41.77501024483939,42.26954307639824,41.38979519709882,41.77709197998047,9048320,41.71902847290039,0,1.0004021115147856,1.0,1.0002780637207622,3.0,1.1506680745125866,30.0,2.0364269325394075,128.0,5.762566915018293,497.0
1999-11-15 00:00:00+05:30,42.16540919368539,42.37363343661717,41.48347479808381,41.71902847290039,10479232,42.21434783935547,1,0.999304596348128,1.0,0.9971752397374424,3.0,1.1422989487134645,29.0,2.019552669451105,128.0,5.722032242034903,497.0
1999-11-16 00:00:00+05:30,41.98321940270866,42.84214453618007,41.43688994503206,42.21434783935547,18548992,42.3892707824707,1,1.005901339707965,1.0,1.006176349697989,3.0,1.1487442114403268,30.0,2.0293597608240614,128.0,5.75703947669173,497.0
1999-11-17 00:00:00+05:30,42.946270902048795,43.36271958958381,42.3892707824707,42.3892707824707,10408832,44.593833923339844,1,1.0020675586454184,2.0,1.0100222784763,3.0,1.1466519062266693,30.0,2.0236684129548728,128.0,5.748063232449167,498.0
1999-11-18 00:00:00+05:30,42.8161190707372,45.28357687493531,42.8161190707372,44.593833923339844,19834752,45.300506591796875,1,1.0253447281322654,2.0,1.048311740095441,4.0,1.1979062842802615,31.0,2.1134121587086208,128.0,6.011071596320128,498.0
1999-11-19 00:00:00+05:30,44.95042941999667,45.757298737900484,44.95042941999667,45.300506591796875,13349376,47.86660385131836,1,1.0078611474805586,2.0,1.047570477522701,4.0,1.2081274859177549,31.0,2.1311476714754334,128.0,6.069676717876091,499.0
1999-11-22 00:00:00+05:30,45.49701026344045,48.336409935560404,45.49701026344045,47.86660385131836,19514368,47.86660385131836,0,1.0275429520923938,2.0,1.0763091746287146,5.0,1.2659517307654284,32.0,2.2344781499495783,128.0,6.373060890530687,499.0
1999-11-23 00:00:00+05:30,47.86660385131836,47.86660385131836,47.86660385131836,47.86660385131836,0,47.453025817871094,0,1.0,1.0,1.049628796270224,4.0,1.2554462595198,32.0,2.2174712668806107,127.0,6.333126950857415,499.0
1999-11-24 00:00:00+05:30,48.35489749304276,48.76093495718932,47.26692531347059,47.453025817871094,16322688,49.676326751708984,1,0.9956611451924162,0.0,1.0179532553110624,3.0,1.234373836399354,32.0,2.181850653725522,127.0,6.23964894413341,499.0
1999-11-25 00:00:00+05:30,47.78747420819467,50.87439928504211,47.78747420819467,49.676326751708984,32123520,50.149784088134766,1,1.022890103506509,1.0,1.0429057579291496,3.0,1.2804067250837665,33.0,2.266172102803552,128.0,6.490029400544446,500.0
1999-11-26 00:00:00+05:30,49.9634243430836,50.59330289543963,49.76561124399659,50.149784088134766,15648640,47.860877990722656,0,1.0047428206151934,2.0,1.031836144376477,3.0,1.2809330176014524,33.0,2.2698075904173423,128.0,6.509661912589077,501.0
1999-11-29 00:00:00+05:30,49.77081757986371,49.77081757986371,47.38144353225808,47.860877990722656,14984832,48.02981185913086,1,0.9766463561324532,1.0,0.9847649065321803,2.0,1.2134649680007563,32.0,2.1502384902334635,127.0,6.174592562340299,501.0
1999-11-30 00:00:00+05:30,47.48087936013813,48.50586583036815,46.90253821974856,48.02981185913086,19893248,48.26848602294922,1,1.001761733789513,1.0,0.9875775409502954,3.0,1.2085177855946674,33.0,2.1419332186421824,128.0,6.1586277211284575,501.0
1999-12-01 00:00:00+05:30,47.6313175126183,50.338233917706994,47.011850104530694,48.26848602294922,20949248,48.343971252441406,1,1.0024784878763966,2.0,0.9891679673249599,4.0,1.205871827504086,33.0,2.136706685011554,129.0,6.151561958511739,501.0
1999-12-02 00:00:00+05:30,48.620387051164975,49.453284473883,48.15188225088608,48.343971252441406,8741376,48.49049377441406,1,1.0007813198382587,2.0,0.9961546932629,4.0,1.199059945167103,34.0,2.1243627702851167,129.0,6.123866267909809,501.0
1999-12-03 00:00:00+05:30,48.64640273784359,49.40121583543453,48.2820102079721,48.49049377441406,7236608,48.93141555786133,1,1.0015131236789714,2.0,1.0060533878278535,4.0,1.1941391409285058,34.0,2.11535448414601,129.0,6.105350429966327,501.0
1999-12-06 00:00:00+05:30,48.828604796163646,49.349165614886076,48.480347574997644,48.93141555786133,11953920,49.52486038208008,1,1.0045258996304764,2.0,1.0107116192859797,5.0,1.1962716306525414,35.0,2.119268506352647,129.0,6.123563792033146,501.0
1999-12-07 00:00:00+05:30,49.06286260424173,51.76977916171713,49.06286260424173,49.52486038208008,15384832,51.329898834228516,1,1.0060274961504816,2.0,1.0166902932436448,5.0,1.2014744891073301,36.0,2.129536774139332,129.0,6.160085744587758,501.0
1999-12-08 00:00:00+05:30,51.7958007606687,52.050875558384554,50.23411832567366,51.329898834228516,22782080,51.44624328613281,1,1.0178974048044385,2.0,1.0406651056383949,5.0,1.2353429569702676,36.0,2.1906969326543813,130.0,6.344528246565923,502.0
1999-12-09 00:00:00+05:30,50.7546802658992,51.92594211818918,49.66150253709521,51.44624328613281,19315456,51.92203140258789,1,1.0011320180880894,2.0,1.03006654271642,5.0,1.2284572434278478,36.0,2.1793469042285465,131.0,6.319180347163454,502.0
1999-12-10 00:00:00+05:30,51.639627191385,52.779655251356104,51.639627191385,51.92203140258789,16516864,52.412410736083984,1,1.004602844711183,2.0,1.0255010629429808,5.0,1.231067264817344,36.0,2.1831039153225493,132.0,6.3376729076795995,502.0
1999-12-13 00:00:00+05:30,52.004029726168575,52.81089905625427,50.62454345215109,52.412410736083984,19993728,51.7523307800293,0,1.0047000714571734,2.0,1.02114520481337,5.0,1.23494660786803,36.0,2.1872589374593985,132.0,6.357321740220767,503.0
1999-12-14 00:00:00+05:30,52.7067768991276,52.836917089001986,51.20235630417966,51.7523307800293,19234304,50.70002365112305,0,0.9936631153070871,1.0,0.9996088233074996,4.0,1.2135356058607079,35.0,2.1439109836376566,132.0,6.2385711175020315,502.0
1999-12-15 00:00:00+05:30,50.95770127017234,51.53552380985864,47.641728677558206,50.70002365112305,11230720,51.66982650756836,1,0.9897288145816756,0.0,0.9816718975891627,3.0,1.183961084761559,34.0,2.0854651053638205,131.0,6.075066324081858,501.0
1999-12-16 00:00:00+05:30,50.49440115513116,51.88898566995952,50.36426094596845,51.66982650756836,8111744,52.55112838745117,1,1.0094735203279281,1.0,0.9995841060744705,3.0,1.2014208037788852,34.0,2.110094348247657,132.0,6.153656986478719,501.0
1999-12-17 00:00:00+05:30,51.79579674177297,54.39860059814347,51.79579674177297,52.55112838745117,13785600,52.86034393310547,1,1.008456091011357,2.0,1.0141648944377102,3.0,1.2158441421541735,35.0,2.1304785335069893,133.0,6.2201744703075725,501.0
1999-12-20 00:00:00+05:30,53.09199347813705,53.61775986124244,52.6026663493063,52.86034393310547,6485120,57.06543731689453,1,1.0029334145406297,2.0,1.0183716691318125,3.0,1.2153301752242496,36.0,2.1274502831928372,133.0,6.218342455841293,502.0
1999-12-21 00:00:00+05:30,53.352278033005746,57.089386164592085,53.202357534714814,57.06543731689453,16071040,61.630767822265625,1,1.0382539322074553,2.0,1.0773293462381577,4.0,1.3016593977746769,37.0,2.278652603245891,133.0,6.66874832418572,503.0
1999-12-22 00:00:00+05:30,59.89209435405202,61.63076782226563,59.89209435405202,61.630767822265625,2171008,66.56122589111328,1,1.0384623122535273,2.0,1.117400203708725,5.0,1.3932672187494728,37.0,2.440003314002848,134.0,7.151284369732975,504.0
1999-12-23 00:00:00+05:30,66.56122589111328,66.56122589111328,65.61666760842357,66.56122589111328,2854784,66.5250473022461,0,1.0384615132819568,2.0,1.1449664054839666,5.0,1.4882188013914814,38.0,2.611043999726629,134.0,7.664749010441118,505.0
1999-12-24 00:00:00+05:30,66.37148191272253,69.61978032162754,65.14816440295863,66.5250473022461,12998400,65.49410247802734,0,0.9997281568714858,1.0,1.0918531874064867,4.0,1.4717400095123472,37.0,2.5860717181067603,133.0,7.602896985865232,504.0
1999-12-27 00:00:00+05:30,65.59066549662143,67.147142400073,62.99306691862031,65.49410247802734,6448640,64.83401489257812,0,0.9921909448293327,0.0,1.0321294800692424,3.0,1.4341563277280556,37.0,2.5235975484041706,133.0,7.430003248480081,503.0
1999-12-28 00:00:00+05:30,63.71662932285114,65.59064783234676,61.94672295277194,64.83401489257812,6875904,70.02090454101562,1,0.9949351866752424,0.0,0.9973078081590742,2.0,1.4061932511535815,36.0,2.476882717568256,132.0,7.3019162977330785,503.0
1999-12-29 00:00:00+05:30,67.66250444682416,70.02090454101562,66.68384997413582,70.02090454101562,8247296,75.31341552734375,1,1.0384627395887598,1.0,1.0499923908620696,2.0,1.502212637283458,36.0,2.6506538169377705,132.0,7.824917265852349,503.0
1999-12-30 00:00:00+05:30,74.90867961075334,75.62263059545228,72.87849301949595,75.31341552734375,5480064,75.31341552734375,0,1.0364161127518865,2.0,1.1004700476451041,2.0,1.5972152237676527,36.0,2.82330342522813,132.0,8.346672564927486,504.0
